id,carat,cut,color,clarity,depth,table,x,y,z,price
354,0.77,Very Good,G,VVS2,62.8,58.0,5.84,5.78,3.65,3829
355,0.31,Good,G,VVS1,58.0,62.0,4.42,4.47,2.58,761
356,0.56,Very Good,G,VS1,60.2,56.0,5.35,5.37,3.23,1686
357,0.48,Ideal,F,SI2,61.0,57.0,5.05,5.08,3.09,918
358,1.5,Premium,J,SI1,61.7,59.0,7.36,7.32,4.53,7258
359,0.7,Fair,I,VVS2,64.7,55.0,5.62,5.51,3.6,2117
360,0.7,Good,H,VS2,64.2,58.0,5.58,5.61,3.59,2330
361,0.73,Premium,E,VS1,61.3,59.0,5.81,5.78,3.55,2870
362,1.03,Fair,I,SI2,65.2,56.0,6.42,6.35,4.16,3530
363,0.71,Ideal,H,VS2,61.8,55.0,5.75,5.78,3.56,3080
364,0.32,Ideal,I,SI1,62.4,57.0,4.37,4.35,2.72,554
365,0.37,Premium,E,VS2,60.2,58.0,4.68,4.65,2.81,971
366,2.0,Ideal,I,SI1,62.8,56.0,8.04,7.95,5.02,15258
367,0.33,Ideal,G,VS1,62.9,57.0,4.43,4.38,2.77,854
368,1.51,Premium,H,VS2,62.3,59.0,7.32,7.28,4.55,11540
369,0.5,Very Good,H,VS2,62.3,56.0,5.06,5.11,3.17,1337
370,0.33,Ideal,E,VS2,61.5,57.0,4.47,4.41,2.73,928
371,2.01,Very Good,E,SI2,58.9,60.0,8.2,8.24,4.84,17024
372,0.51,Ideal,H,VS1,62.6,57.0,5.09,5.13,3.2,1438
373,2.02,Very Good,J,VS2,62.6,58.0,8.03,8.1,5.05,13499
374,0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,1902
375,0.5,Ideal,H,VS2,61.2,56.0,5.18,5.14,3.16,1332
376,1.3,Good,J,VS2,63.6,59.0,6.87,6.9,4.38,5175
377,1.09,Ideal,E,VVS2,60.9,56.0,6.66,6.7,4.07,10333
378,0.32,Ideal,H,VVS1,61.9,55.0,4.38,4.37,2.71,936
379,1.05,Ideal,G,VVS1,61.2,57.0,6.54,6.57,4.01,8931
380,0.7,Ideal,E,SI1,62.3,56.0,5.68,5.62,3.52,1758
381,0.72,Very Good,J,SI1,57.6,63.0,5.89,5.95,3.41,2123
382,0.5,Premium,E,VS2,63.0,58.0,5.07,5.02,3.18,1583
383,0.72,Very Good,H,SI2,62.9,57.0,5.64,5.68,3.56,1970
384,0.56,Ideal,F,VS2,61.0,55.0,5.33,5.35,3.26,1708
385,0.53,Very Good,G,SI2,63.4,55.0,5.1,5.19,3.26,1079
386,1.08,Ideal,I,SI1,61.4,57.0,6.67,6.62,4.08,4476
387,0.33,Ideal,H,VS1,61.8,56.0,4.46,4.41,2.74,743
388,0.3,Premium,I,VVS1,61.2,60.0,4.29,4.27,2.62,709
389,0.71,Very Good,I,VS2,60.4,60.0,5.72,5.8,3.48,2185
390,1.03,Premium,H,SI1,62.4,58.0,6.5,6.42,4.03,4274
391,0.91,Very Good,G,VS1,63.1,61.0,6.13,6.07,3.85,4536
392,0.51,Premium,F,SI2,62.1,56.0,5.16,5.11,3.19,1068
393,0.3,Ideal,G,IF,61.4,57.0,4.37,4.33,2.67,956
394,0.32,Very Good,E,SI1,62.2,57.0,4.38,4.43,2.74,561
395,0.3,Ideal,G,VS1,61.5,56.0,4.28,4.34,2.65,605
396,0.53,Premium,F,SI1,60.9,59.0,5.21,5.23,3.18,1428
397,0.61,Premium,H,VS2,62.8,59.0,5.44,5.3,3.37,1719
398,0.83,Premium,H,SI1,58.6,61.0,6.2,6.16,3.62,2613
399,1.7,Premium,F,SI2,61.8,60.0,7.64,7.56,4.7,10377
400,0.71,Premium,E,SI2,62.7,59.0,5.66,5.7,3.56,2322
401,0.4,Premium,F,VS1,60.4,61.0,4.77,4.74,2.87,1050
402,0.5,Ideal,G,VVS2,62.1,55.0,5.09,5.05,3.15,1935
403,0.28,Ideal,G,VS1,62.1,55.0,4.22,4.25,2.63,490
404,0.32,Ideal,G,VVS1,61.8,56.0,4.39,4.41,2.72,786
405,1.65,Ideal,J,SI1,62.5,56.0,7.59,7.54,4.73,8334
406,0.92,Ideal,H,VVS1,62.1,54.0,6.26,6.23,3.88,5886
407,0.34,Ideal,F,VVS1,61.4,57.0,4.5,4.53,2.77,967
408,1.05,Premium,F,SI2,61.7,60.0,6.58,6.49,4.03,4363
409,2.25,Ideal,E,I1,61.4,54.0,8.52,8.46,5.21,9072
410,1.51,Very Good,E,SI1,62.9,62.0,7.21,7.31,4.57,9474
411,2.01,Premium,J,SI1,60.9,58.0,8.15,8.07,4.94,12048
412,1.0,Premium,H,VVS2,61.9,61.0,6.36,6.31,3.92,4312
413,0.71,Fair,G,VVS1,62.8,57.0,5.67,5.57,3.53,3062
414,0.39,Ideal,F,VS1,62.2,56.0,4.7,4.63,2.9,1024
415,1.02,Premium,H,VS1,62.1,59.0,6.43,6.38,3.98,5569
416,0.31,Ideal,E,VS2,61.9,55.0,4.39,4.34,2.7,872
417,1.23,Very Good,H,SI1,60.3,58.0,6.93,6.96,4.19,6997
418,0.59,Very Good,E,VS2,59.4,63.0,5.42,5.46,3.23,2145
419,1.15,Ideal,G,SI2,62.3,56.0,6.75,6.67,4.18,4927
420,0.4,Premium,E,VS2,59.3,59.0,4.77,4.81,2.84,912
421,0.24,Very Good,D,VVS2,61.5,61.0,4.02,4.04,2.48,485
422,0.52,Ideal,H,VS1,61.7,55.0,5.21,5.17,3.2,1790
423,1.51,Premium,G,SI2,60.0,60.0,7.45,7.4,4.48,6266
424,1.0,Good,G,VS2,59.1,62.0,6.42,6.45,3.8,6369
425,0.71,Ideal,F,SI1,61.9,56.0,5.69,5.74,3.54,2999
426,1.01,Premium,F,VS2,60.3,59.0,6.52,6.45,3.91,6674
427,0.24,Very Good,E,VVS1,61.2,55.0,4.03,4.08,2.48,485
428,0.41,Ideal,E,VVS1,61.5,56.0,4.81,4.82,2.96,1444
429,0.9,Very Good,I,SI2,61.5,61.0,6.13,6.16,3.78,3057
430,0.8,Ideal,F,SI2,61.4,57.0,5.96,6.0,3.67,2761
431,0.41,Ideal,E,VS2,62.3,56.0,4.74,4.77,2.96,935
432,1.26,Very Good,G,SI1,61.7,60.0,6.85,6.9,4.24,6733
433,0.31,Premium,F,VS2,60.7,61.0,4.4,4.36,2.66,749
434,0.41,Premium,F,VS2,62.8,58.0,4.73,4.69,2.96,1107
435,1.01,Good,F,SI2,63.9,54.0,6.33,6.44,4.08,4416
436,1.02,Fair,G,VVS2,64.6,59.0,6.31,6.29,4.07,6736
437,0.43,Good,D,SI2,63.4,57.0,4.78,4.81,3.04,669
438,0.32,Very Good,G,SI1,61.0,61.0,4.38,4.41,2.68,477
439,0.33,Ideal,G,VS1,61.6,57.0,4.46,4.49,2.75,699
440,0.26,Ideal,E,VVS1,61.7,56.0,4.09,4.11,2.53,635
441,0.72,Ideal,F,VS1,62.4,56.0,5.76,5.72,3.58,3084
442,0.57,Premium,G,VS1,62.4,58.0,5.32,5.29,3.31,1949
443,1.02,Premium,D,SI2,61.3,62.0,6.46,6.42,3.95,4044
444,0.33,Premium,I,IF,62.1,58.0,4.43,4.39,2.74,891
445,1.24,Ideal,G,VS2,62.0,57.0,6.87,6.84,4.25,9188
446,1.27,Premium,H,VS2,60.0,61.0,7.03,6.99,4.26,7503
447,0.33,Ideal,H,VS2,61.1,56.0,4.5,4.54,2.76,539
448,1.03,Ideal,I,SI2,62.2,57.0,6.5,6.46,4.03,3997
449,1.0,Ideal,F,VS1,61.9,57.0,6.41,6.39,3.96,7526
450,1.15,Ideal,E,VVS2,61.5,57.0,6.72,6.75,4.14,12193
451,1.04,Premium,I,VS1,61.6,56.0,6.59,6.52,4.04,4892
452,0.31,Very Good,F,VS2,58.3,61.0,4.44,4.48,2.6,583
453,1.1,Very Good,D,VS1,59.7,58.0,6.69,6.72,4.0,9901
454,2.18,Very Good,G,SI2,61.0,60.0,8.29,8.33,5.07,17475
455,0.5,Fair,G,VS2,65.7,57.0,4.97,4.9,3.24,1031
456,0.57,Ideal,D,SI1,61.4,55.0,5.35,5.34,3.28,1810
457,0.31,Ideal,E,VS2,60.8,54.0,4.39,4.4,2.67,680
458,0.51,Ideal,H,VVS2,61.2,57.0,5.14,5.19,3.16,1669
459,0.71,Premium,F,VVS1,58.1,58.0,5.92,5.88,3.43,3347
460,0.77,Very Good,J,SI1,62.3,58.0,5.86,5.89,3.66,1807
461,0.56,Ideal,D,SI1,61.2,57.0,5.37,5.35,3.28,1664
462,0.37,Very Good,F,SI2,60.7,57.0,4.62,4.67,2.82,487
463,0.51,Ideal,F,VVS2,62.6,57.0,5.13,5.1,3.2,2203
464,0.35,Very Good,D,SI1,60.2,57.0,4.56,4.61,2.76,644
465,1.51,Premium,G,SI1,60.6,60.0,7.45,7.41,4.5,10267
466,1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,9146
467,1.31,Ideal,G,SI1,63.4,57.0,6.97,6.87,4.4,7277
468,0.44,Premium,G,SI1,60.1,60.0,4.95,4.86,2.95,990
469,1.5,Very Good,H,VS2,60.9,59.0,7.37,7.43,4.51,10023
470,1.5,Very Good,D,SI1,63.1,57.0,7.31,7.24,4.59,11863
471,0.3,Ideal,D,VVS1,61.1,57.0,4.36,4.34,2.66,1069
472,0.46,Good,I,VVS1,63.5,57.0,4.85,4.91,3.1,1089
473,0.3,Ideal,J,VS2,62.1,56.0,4.29,4.34,2.68,384
474,0.81,Premium,H,SI1,59.1,57.0,6.16,6.09,3.62,2585
475,0.32,Ideal,E,VS2,61.9,55.0,4.42,4.43,2.74,702
476,0.7,Good,F,SI1,58.7,64.0,5.77,5.78,3.39,2573
477,1.01,Good,D,VS2,61.8,59.0,6.28,6.35,3.9,6912
478,0.31,Very Good,G,VVS1,61.5,55.0,4.36,4.4,2.69,749
479,0.41,Premium,G,VS2,59.9,59.0,4.86,4.82,2.9,1061
480,1.08,Ideal,F,VS2,61.0,57.0,6.61,6.68,4.06,7781
481,1.2,Very Good,G,IF,59.4,61.0,6.92,6.95,4.12,9987
482,0.92,Ideal,J,VS1,62.4,56.0,6.23,6.19,3.88,3332
483,0.42,Premium,F,SI1,61.8,58.0,4.81,4.84,2.98,773
484,0.56,Very Good,G,SI1,58.8,59.0,5.38,5.4,3.17,1340
485,1.5,Ideal,I,VS1,62.0,54.0,7.32,7.38,4.56,10164
486,0.59,Very Good,E,VS1,60.0,56.0,5.46,5.5,3.29,2021
487,1.0,Premium,F,VS2,62.7,58.0,6.4,6.33,3.99,6608
488,1.51,Premium,E,VS2,59.8,58.0,7.55,7.52,4.47,14482
489,0.35,Ideal,D,SI2,62.2,56.0,4.52,4.55,2.82,522
490,1.02,Ideal,H,I1,62.1,56.0,6.45,6.4,3.99,3987
491,1.29,Ideal,H,SI1,61.6,57.0,7.0,6.95,4.3,6588
492,0.7,Fair,F,VS2,65.3,55.0,5.63,5.58,3.66,2762
493,0.31,Premium,G,VS1,61.2,59.0,4.35,4.37,2.67,625
494,0.26,Good,F,VS1,63.1,57.0,4.04,4.07,2.56,499
495,0.31,Ideal,I,IF,60.9,57.0,4.39,4.44,2.69,635
496,0.3,Ideal,F,SI1,61.9,56.0,4.29,4.33,2.67,475
497,1.27,Premium,F,VVS2,61.3,60.0,6.9,6.99,4.26,11797
498,0.54,Premium,H,VS2,61.6,58.0,5.24,5.22,3.22,1389
499,0.77,Premium,D,VS1,59.4,59.0,6.0,5.96,3.55,3966
500,0.32,Very Good,I,VS1,62.6,58.0,4.38,4.4,2.75,505
501,0.32,Ideal,G,VS1,61.2,56.0,4.43,4.39,2.7,828
502,0.75,Very Good,D,SI1,60.7,55.0,5.87,5.92,3.58,2872
503,0.7,Premium,F,SI1,62.6,55.0,5.65,4.5,3.0,2184
504,0.35,Ideal,G,IF,61.1,56.0,4.59,4.54,2.79,1116
505,0.9,Very Good,F,SI1,62.8,59.0,6.1,6.16,3.85,4099
506,1.54,Premium,J,VS1,60.9,61.0,7.49,7.45,4.55,6194
507,1.2,Premium,E,SI2,60.4,58.0,6.95,6.89,4.18,5779
508,1.23,Ideal,H,VS2,62.2,55.0,6.85,6.81,4.25,7260
509,0.71,Good,G,VS1,58.1,59.0,5.85,5.92,3.42,2628
510,1.12,Ideal,G,SI2,61.5,57.0,6.74,6.68,4.13,5018
511,2.24,Ideal,J,VS2,61.8,54.0,8.41,8.36,5.18,15316
512,1.17,Ideal,G,SI1,60.7,56.0,6.79,6.84,4.13,6419
513,1.03,Very Good,D,SI1,60.5,61.0,6.43,6.47,3.9,5313
514,0.35,Premium,D,SI1,61.8,59.0,4.56,4.54,2.81,827
515,0.32,Ideal,E,VS2,62.6,53.0,4.37,4.38,2.74,702
516,0.96,Fair,H,I1,61.5,63.0,6.22,6.06,3.78,1637
517,0.83,Ideal,E,SI2,61.9,53.0,6.04,6.08,3.75,3103
518,1.1,Very Good,H,VS2,63.1,57.0,6.6,6.52,4.14,5729
519,0.3,Premium,G,VVS2,62.0,60.0,4.33,4.25,2.66,878
520,0.7,Premium,F,SI2,62.9,60.0,5.57,5.49,3.48,2184
521,1.0,Very Good,I,SI1,63.1,58.0,6.3,6.35,3.99,4149
522,1.06,Ideal,I,VS2,61.4,55.0,6.59,6.61,4.05,5116
523,0.49,Very Good,E,SI1,63.6,57.9,4.96,4.99,3.16,1400
524,0.5,Ideal,H,SI1,61.9,56.0,5.08,5.13,3.16,1446
525,0.9,Ideal,H,SI2,62.6,57.0,6.16,6.07,3.83,3548
526,1.83,Premium,I,SI1,62.9,55.0,7.9,7.78,4.93,11883
527,0.71,Ideal,G,VS2,62.5,56.0,5.67,5.72,3.56,2543
528,0.75,Good,E,SI2,63.8,55.0,5.74,5.8,3.68,2453
529,0.3,Ideal,F,VVS2,61.7,56.0,4.32,4.34,2.67,694
530,1.14,Premium,G,SI1,62.3,59.0,6.69,6.66,4.16,5650
531,0.9,Very Good,D,SI2,62.5,55.0,6.16,6.2,3.86,4946
532,0.57,Ideal,F,VS2,59.2,57.0,5.45,5.5,3.24,1637
533,0.72,Ideal,F,VVS2,61.2,56.0,5.78,5.81,3.55,3816
534,1.2,Very Good,H,I1,63.1,60.0,6.75,6.67,4.23,2850
535,0.35,Premium,H,VS1,62.6,59.0,4.45,4.5,2.8,614
536,1.04,Premium,D,SI2,59.8,58.0,6.61,6.56,3.94,5154
537,1.06,Premium,D,VS2,59.6,60.0,6.71,6.68,3.99,7280
538,1.01,Premium,I,SI2,62.6,55.0,6.43,6.38,4.01,3818
539,0.3,Good,G,VS2,63.5,55.0,4.22,4.25,2.69,526
540,0.54,Ideal,D,SI1,62.1,56.0,5.25,5.21,3.25,1786
541,0.39,Ideal,G,VS2,62.5,54.0,4.67,4.7,2.93,857
542,0.52,Premium,F,I1,63.0,56.0,5.18,5.11,3.24,870
543,0.9,Good,G,SI2,61.8,56.0,6.11,6.16,3.79,3253
544,1.01,Premium,H,VS1,61.2,61.0,6.44,6.41,3.93,5294
545,0.32,Premium,I,SI1,62.7,58.0,4.37,4.34,2.73,554
546,2.0,Ideal,H,SI2,61.5,57.0,8.04,8.0,4.93,12587
547,0.92,Ideal,G,SI1,62.6,56.0,6.21,6.19,3.88,4173
548,0.33,Good,I,SI1,63.2,58.0,4.36,4.38,2.76,445
549,0.31,Ideal,H,VS1,61.7,57.0,4.34,4.38,2.69,544
550,0.92,Very Good,G,SI1,62.5,60.0,6.19,6.26,3.89,3986
551,1.01,Premium,H,VS2,62.6,61.0,6.33,6.29,3.95,5050
552,1.61,Ideal,E,SI2,61.6,56.0,7.54,7.62,4.67,9961
553,1.0,Good,E,SI2,59.9,63.0,6.45,6.5,3.88,4184
554,0.74,Premium,F,SI1,61.4,59.0,5.82,5.81,3.57,2671
555,1.55,Ideal,J,VS2,61.4,55.0,7.41,7.49,4.58,8498
556,1.55,Premium,I,SI2,58.5,60.0,7.64,7.58,4.45,7972
557,0.55,Ideal,I,VVS1,61.7,56.0,5.29,5.24,3.25,1712
558,1.22,Very Good,F,VS2,62.3,57.0,6.8,6.84,4.25,8575
559,0.55,Very Good,E,VS2,61.7,59.0,5.2,5.27,3.23,1629
560,1.04,Ideal,H,VS2,61.0,57.0,6.56,6.53,3.99,5189
561,1.22,Very Good,H,SI2,63.1,59.0,6.81,6.75,4.28,5192
562,1.12,Ideal,H,SI1,61.8,56.0,6.67,6.69,4.13,5838
563,0.9,Premium,G,SI1,60.6,62.0,6.21,6.13,3.74,2830
564,0.34,Very Good,F,IF,61.1,54.0,4.54,4.56,2.78,999
565,0.54,Premium,F,VS2,59.5,58.0,5.36,5.29,3.17,1786
566,1.01,Premium,G,VS2,60.2,59.0,6.48,6.55,3.92,5759
567,0.75,Ideal,D,SI2,62.2,55.0,5.83,5.87,3.64,2757
568,0.7,Very Good,E,SI1,63.5,58.0,5.65,5.62,3.58,2592
569,2.02,Premium,H,SI2,61.4,59.0,8.15,8.08,4.98,15606
570,0.51,Premium,E,VS1,58.2,58.0,5.33,5.29,3.09,2020
571,0.7,Very Good,F,VVS1,60.6,60.0,5.67,5.7,3.45,3536
572,0.32,Good,F,SI1,63.8,59.0,4.33,4.29,2.75,593
573,0.51,Very Good,G,SI1,59.7,58.0,5.2,5.26,3.12,1261
574,1.01,Ideal,G,SI1,62.6,56.0,6.37,6.41,4.0,5698
575,0.5,Ideal,J,VS2,62.0,56.0,5.08,5.12,3.16,1166
576,0.28,Very Good,F,VS1,61.0,59.0,4.23,4.29,2.6,487
577,0.37,Good,I,VS2,64.0,56.0,4.58,4.45,2.89,473
578,1.0,Ideal,G,VVS2,59.8,54.0,6.58,6.54,3.92,7885
579,0.51,Good,F,SI1,64.0,57.0,5.06,5.01,3.22,1274
580,0.35,Ideal,D,VS2,62.1,54.0,4.54,4.58,2.83,777
581,1.75,Ideal,I,SI1,61.8,56.0,7.67,7.71,4.75,13393
582,0.7,Fair,I,I1,66.3,63.0,5.58,5.43,3.66,1014
583,0.46,Ideal,H,VS1,61.2,55.0,4.96,5.04,3.06,1401
584,0.52,Ideal,E,VS1,62.0,53.0,5.16,5.2,3.21,1893
585,0.82,Good,G,VS2,64.0,57.0,5.92,5.89,3.78,2805
586,0.56,Ideal,F,VS2,61.3,54.0,5.34,5.37,3.28,1723
587,0.26,Good,H,VVS2,63.3,58.0,4.04,4.08,2.57,468
588,0.41,Ideal,D,SI2,61.0,56.0,4.78,4.83,2.93,683
589,1.05,Premium,H,SI1,62.2,58.0,6.5,6.46,4.03,4682
590,0.7,Very Good,H,VVS2,62.5,55.0,5.65,5.68,3.54,2558
591,0.56,Premium,E,VS2,61.1,59.0,5.34,5.27,3.24,1668
592,1.51,Ideal,I,VS2,62.9,57.0,7.27,7.23,4.56,8879
593,0.31,Good,D,SI1,63.3,59.0,4.24,4.29,2.7,502
594,0.47,Ideal,J,SI1,60.6,54.0,5.04,5.0,3.09,983
595,0.71,Very Good,E,VVS1,57.9,61.0,5.88,5.96,3.43,3907
596,1.01,Good,D,SI1,63.9,60.0,6.32,6.29,4.03,5147
597,0.7,Very Good,F,SI1,63.1,60.0,5.62,5.63,3.55,2445
598,1.06,Good,I,VS1,58.8,62.0,6.65,6.72,3.93,4887
599,0.55,Very Good,E,VS1,62.8,56.0,5.2,5.24,3.28,1941
600,0.77,Premium,E,SI1,61.7,58.0,5.86,5.9,3.63,2988
601,0.39,Premium,G,VS2,60.9,59.0,4.74,4.69,2.87,1009
602,0.35,Ideal,I,IF,61.5,55.0,4.53,4.57,2.8,715
603,0.51,Premium,F,VS2,60.1,59.0,5.2,5.18,3.12,1574
604,1.53,Premium,J,IF,61.1,58.0,7.41,7.45,4.54,9424
605,0.56,Very Good,G,SI2,62.8,58.0,5.19,5.23,3.27,1091
606,0.71,Very Good,G,VS2,62.1,62.0,5.65,5.71,3.53,2599
607,0.4,Very Good,G,SI1,63.3,58.0,4.69,4.66,2.96,840
608,0.41,Premium,F,VS2,61.3,58.0,4.79,4.84,2.95,863
609,1.16,Ideal,G,SI2,61.5,54.0,6.75,6.78,4.16,5206
610,0.46,Premium,E,VS1,61.7,59.0,4.96,4.93,3.05,1437
611,1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,3589
612,0.71,Ideal,I,VS1,62.1,56.0,5.68,5.72,3.54,2306
613,1.64,Premium,J,SI2,63.0,58.0,7.54,7.49,4.74,5624
614,1.3,Premium,G,SI2,61.8,57.0,7.02,6.94,4.32,5421
615,0.36,Very Good,H,VVS1,62.0,55.0,4.57,4.6,2.84,753
616,2.04,Very Good,H,SI2,60.0,60.0,8.21,8.17,4.91,16319
617,0.5,Premium,E,SI2,59.5,59.0,5.16,5.19,3.08,1154
618,1.23,Good,J,VS2,63.6,57.0,6.79,6.74,4.3,5386
619,1.51,Ideal,E,SI2,62.5,57.0,7.29,7.34,4.57,10210
620,0.8,Premium,F,VS2,61.6,58.0,5.98,6.03,3.7,3429
621,0.8,Ideal,F,VS1,61.6,54.0,5.99,5.95,3.68,3884
622,0.53,Ideal,F,SI2,63.0,54.0,5.24,5.19,3.29,1279
623,0.32,Very Good,H,VVS2,60.2,60.0,4.45,4.48,2.69,645
624,0.7,Ideal,D,SI1,61.2,54.0,5.79,5.75,3.53,2310
625,1.03,Premium,I,SI1,61.6,59.0,6.49,6.46,3.99,4441
626,0.7,Very Good,I,VS2,60.7,59.0,5.75,5.79,3.5,2025
627,2.21,Ideal,H,SI2,61.9,56.0,8.4,8.36,5.19,13615
628,3.01,Premium,I,I1,62.7,58.0,9.1,8.97,5.67,8040
629,0.72,Very Good,F,SI1,61.1,54.0,5.82,5.84,3.56,2673
630,0.24,Very Good,E,SI1,59.9,58.0,4.06,4.1,2.44,571
631,0.7,Very Good,G,IF,58.5,60.0,5.83,5.87,3.42,3543
632,0.42,Ideal,H,VVS2,62.0,57.0,4.79,4.82,2.98,823
633,0.74,Ideal,F,SI1,60.4,56.0,5.86,5.83,3.53,2379
634,1.71,Premium,H,SI1,58.1,59.0,7.88,7.81,4.56,9193
635,1.33,Premium,E,SI2,61.0,60.0,7.13,7.05,4.33,6256
636,2.0,Good,J,VS2,61.4,63.0,8.01,8.08,4.94,13542
637,0.61,Premium,F,VVS2,63.0,60.0,5.35,5.29,3.35,2319
638,2.07,Premium,J,VS2,61.5,59.0,8.2,8.16,5.03,13800
639,1.01,Fair,H,SI1,65.3,57.0,6.33,6.23,4.1,4256
640,0.9,Premium,G,SI1,61.3,60.0,6.17,6.14,3.77,3774
641,0.75,Good,E,SI1,58.3,60.0,5.94,5.99,3.48,2923
642,0.3,Very Good,G,VS2,62.2,60.0,4.24,4.25,2.64,526
643,2.01,Premium,I,SI2,59.2,60.0,8.31,8.27,4.91,13574
644,1.62,Premium,E,SI2,61.8,59.0,7.55,7.52,4.66,9526
645,0.54,Ideal,F,VS1,61.1,57.0,5.28,5.3,3.23,1774
646,1.76,Very Good,G,VS1,62.8,55.4,7.7,7.74,4.85,18014
647,0.57,Ideal,D,VS2,62.4,57.0,5.32,5.26,3.3,1963
648,0.71,Ideal,G,VVS2,62.5,58.0,5.7,5.73,3.57,2978
649,1.75,Ideal,I,VS2,61.6,55.0,7.72,7.77,4.77,12531
650,0.72,Ideal,I,VVS1,61.3,57.0,5.74,5.77,3.53,2642
651,0.31,Ideal,D,VS2,62.1,55.0,4.32,4.35,2.69,734
652,0.3,Ideal,E,VVS2,62.3,54.1,4.28,4.34,2.69,779
653,0.51,Ideal,E,VS2,61.9,56.0,5.16,5.12,3.18,1781
654,0.38,Ideal,H,VVS1,60.7,55.0,4.71,4.74,2.87,1219
655,0.74,Good,G,SI1,64.2,59.0,5.69,5.62,3.63,1865
656,1.51,Premium,F,SI2,62.7,58.0,7.33,7.29,4.58,6393
657,1.02,Ideal,F,VS2,62.1,57.0,6.44,6.37,3.98,6412
658,0.41,Premium,H,SI1,62.0,59.0,4.78,4.8,2.97,683
659,0.7,Premium,E,SI1,62.9,58.0,5.68,5.61,3.55,2333
660,0.7,Very Good,E,VS2,62.6,56.0,5.65,5.69,3.55,2513
661,0.81,Ideal,F,VS2,61.8,55.0,5.96,5.92,3.67,3624
662,0.51,Ideal,E,VS2,62.5,55.0,5.13,5.08,3.19,1781
663,1.5,Ideal,G,SI1,62.0,56.0,7.33,7.29,4.53,11180
664,0.9,Very Good,G,VS2,62.7,59.0,6.09,6.16,3.84,4543
665,2.14,Premium,J,SI2,58.4,58.0,8.52,8.5,4.97,10306
666,1.1,Ideal,D,VVS2,62.0,57.0,6.57,6.62,4.09,11132
667,0.57,Ideal,E,VS2,60.8,56.0,5.34,5.37,3.26,1919
668,0.32,Ideal,E,SI2,62.7,57.0,4.37,4.34,2.73,576
669,0.9,Very Good,I,VS2,61.4,58.0,6.16,6.26,3.81,3445
670,0.41,Good,G,SI2,63.7,55.0,4.7,4.75,3.01,570
671,1.2,Ideal,G,VS1,62.4,57.0,6.8,6.78,4.24,8701
672,0.5,Ideal,H,VVS1,61.9,54.0,5.13,5.14,3.18,1648
673,2.08,Very Good,D,SI2,60.1,59.0,8.29,8.37,5.01,18405
674,0.82,Ideal,I,SI1,61.8,55.0,6.0,6.03,3.72,2959
675,0.4,Premium,I,VVS1,59.5,59.0,4.79,4.76,2.84,1080
676,0.32,Ideal,I,IF,61.7,55.0,4.4,4.42,2.72,655
677,0.38,Ideal,G,SI1,61.3,56.0,4.63,4.67,2.85,666
678,0.31,Good,E,SI1,63.4,55.0,4.32,4.33,2.74,544
679,0.32,Ideal,G,VS1,61.7,55.0,4.41,4.37,2.71,828
680,1.03,Ideal,J,SI1,62.3,57.0,6.48,6.43,4.02,3738
681,0.59,Premium,G,VVS2,62.8,54.0,5.41,5.34,3.38,2040
682,0.51,Premium,G,VS1,62.3,58.0,5.13,5.08,3.18,1781
683,0.52,Ideal,D,SI1,61.8,56.0,5.18,5.15,3.19,1605
684,0.9,Very Good,H,SI1,61.7,57.0,6.21,6.26,3.85,3772
685,1.51,Very Good,G,VS1,63.5,55.0,7.26,7.3,4.62,13624
686,0.28,Ideal,E,VVS2,62.4,56.0,4.2,4.16,2.61,828
687,1.2,Premium,G,VVS2,59.7,60.0,7.0,6.91,4.15,9475
688,0.43,Ideal,H,SI1,62.1,57.0,4.77,4.83,2.98,669
689,1.24,Ideal,G,VS1,61.1,57.0,6.98,6.91,4.24,8449
690,0.54,Ideal,D,VVS2,61.5,55.0,5.25,5.29,3.24,2848
691,0.38,Ideal,E,SI1,61.0,56.0,4.68,4.69,2.86,694
692,0.35,Ideal,D,SI1,61.1,56.0,4.55,4.59,2.79,780
693,1.0,Premium,G,VS2,59.3,60.0,6.55,6.51,3.87,6048
694,0.9,Premium,E,VS2,60.6,53.0,6.3,6.27,3.81,4562
695,0.55,Very Good,G,VVS1,61.5,55.1,5.26,5.28,3.24,2451
696,0.79,Ideal,G,SI1,60.3,60.0,5.98,6.02,3.62,2907
697,1.21,Ideal,G,VS2,62.0,56.0,6.87,6.77,4.23,7806
698,1.75,Premium,E,SI1,60.3,61.0,7.82,7.74,4.69,15394
699,1.05,Premium,G,SI2,62.7,54.0,6.51,6.48,4.07,4018
700,0.42,Very Good,G,VS1,62.4,59.0,4.78,4.8,2.99,921
701,0.78,Very Good,G,VS2,61.3,60.0,5.89,5.96,3.63,3012
702,1.5,Premium,F,I1,62.6,57.0,7.33,7.21,4.55,4096
703,1.4,Premium,D,SI2,61.8,54.0,7.21,7.16,4.44,8419
704,0.63,Premium,E,SI1,58.8,59.0,5.68,5.62,3.32,1846
705,0.24,Ideal,H,VVS1,60.7,57.0,4.02,4.05,2.44,504
706,0.38,Premium,F,VS2,60.9,56.0,4.72,4.67,2.86,1026
707,0.3,Ideal,F,VS1,61.2,57.0,4.32,4.34,2.65,621
